ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,GPS NMEA,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.2394,6.3877,5.0182,-0.3134,6.9794,6.8818,0.6362,-0.6047,-2.3884,0.2822,0.0012,0.0098,3,20.69,-23.62,-32,278.2,-41.41,-0.43,5,48.247,48.16345,11.558114,629.83,NaN,4.27,19,0,14 / 21,"$GNGSA,A,3,5,7,13,15,21,28,30,214,65,66,72,74,75,76,,,,,,,1.436,0.851,1.156*1C::$GPGSV,6,3,24,24,5,,,27,4,22,,28,45,139,34,30,70,61,34*4B::$GPGSA,A,3,5,7,13,15,21,28,30,,,,,,,,,,,,,,1.436,0.851,1.156*33::$BDGSV,6,6,24,205,17,125,,207,8,39,,210,32,51,,214,33,155,26*5A::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.436,0.851,1.156*21::$GLGSA,A,3,65,66,72,74,75,76,,,,,,,,,,,,,,,1.436,0.851,1.156*27::$GPRMC,164744.83,A,4809.8070,N,01133.4838,E,1.925,0.000,121118,,E,A*1C::$GPGGA,164744.83,4809.8070,N,01133.4838,E,1,14,0.851,598.404,M,,M,0,*4D::$GLGSV,6,5,24,75,86,88,33,76,42,215,20,82,6,325,,83,8,11,*64::$BDGSA,A,3,214,,,,,,,,,,,,,,,,,,,,1.436,0.851,1.156*1B",10014,2018-11-12 17:47:43:970
0.2969,5.2194,4.5873,0.0466,6.5165,7.3282,0.352,-1.4617,-2.6007,0.0122,-0.2077,-0.259,3,21.38,-24.81,-32.69,278.47,-41.64,-0.36,5,47.75,48.16345,11.558114,629.83,NaN,4.27,19,0,14 / 21,"$GNGSA,A,3,5,7,13,15,21,28,30,214,65,66,72,74,75,76,,,,,,,1.436,0.851,1.156*1C::$GPGSV,6,3,24,24,5,,,27,4,22,,28,45,139,35,30,70,61,35*4B::$GPGSA,A,3,5,7,13,15,21,28,30,,,,,,,,,,,,,,1.436,0.851,1.156*33::$BDGSV,6,6,24,205,17,125,,207,8,39,,210,32,51,,214,33,155,28*54::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.436,0.851,1.156*21::$GLGSA,A,3,65,66,72,74,75,76,,,,,,,,,,,,,,,1.436,0.851,1.156*27::$GPRMC,164746.00,A,4809.8075,N,01133.4841,E,1.546,0.000,121118,,E,A*17::$GPGGA,164746.00,4809.8075,N,01133.4841,E,1,14,0.851,599.400,M,,M,0,*4A::$GLGSV,6,5,24,75,86,88,32,76,42,215,20,82,6,325,,83,8,11,*65::$BDGSA,A,3,214,,,,,,,,,,,,,,,,,,,,1.436,0.851,1.156*1B",10514,2018-11-12 17:47:44:470
0.2682,5.2672,7.0102,0.3868,6.1874,7.5984,-0.1912,-0.8512,-0.6491,0.2871,0.1136,-0.1136,2,22.63,-23.5,-35.25,277.99,-39.12,-2.91,5,50.141,48.16345,11.558114,629.83,NaN,4.27,19,0,14 / 21,"$GNGSA,A,3,5,7,13,15,21,28,30,214,65,66,72,74,75,76,,,,,,,1.436,0.851,1.156*1C::$GPGSV,6,3,24,24,5,,,27,4,22,,28,45,139,35,30,70,61,35*4B::$GPGSA,A,3,5,7,13,15,21,28,30,,,,,,,,,,,,,,1.436,0.851,1.156*33::$BDGSV,6,6,24,205,17,125,,207,8,39,,210,32,51,,214,33,155,28*54::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.436,0.851,1.156*21::$GLGSA,A,3,65,66,72,74,75,76,,,,,,,,,,,,,,,1.436,0.851,1.156*27::$GPRMC,164746.00,A,4809.8075,N,01133.4841,E,1.546,0.000,121118,,E,A*17::$GPGGA,164746.00,4809.8075,N,01133.4841,E,1,14,0.851,599.400,M,,M,0,*4A::$GLGSV,6,5,24,75,86,88,32,76,42,215,20,82,6,325,,83,8,11,*65::$BDGSA,A,3,214,,,,,,,,,,,,,,,,,,,,1.436,0.851,1.156*1B",11015,2018-11-12 17:47:44:971
0.0287,4.8363,5.0757,0.0065,6.2602,7.5484,-0.1691,-1.4799,-2.4306,0.0867,0.0513,0.0892,2,23.75,-23.62,-35.44,279.12,-39.67,-0.05,5,57.989,48.16345,11.558114,629.83,NaN,4.27,19,0,14 / 21,"$GNGSA,A,3,5,7,8,13,15,21,28,30,214,65,72,74,75,76,,,,,,,1.295,0.766,1.044*22::$GPGSV,6,3,24,24,5,,,27,4,22,,28,45,139,34,30,70,61,32*4D::$GPGSA,A,3,5,7,8,13,15,21,28,30,,,,,,,,,,,,,1.295,0.766,1.044*0D::$BDGSV,6,6,24,205,17,125,,207,8,39,,210,32,51,,214,33,155,26*5A::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.295,0.766,1.044*27::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.295,0.766,1.044*21::$GPRMC,164747.00,A,4809.8150,N,01133.4898,E,1.745,0.000,121118,,E,A*15::$GPGGA,164747.00,4809.8150,N,01133.4898,E,1,14,0.766,595.428,M,,M,0,*44::$GLGSV,6,5,24,75,86,88,31,76,42,215,18,82,6,325,,83,8,11,*6D::$BDGSA,A,3,214,,,,,,,,,,,,,,,,,,,,1.295,0.766,1.044*1D",11515,2018-11-12 17:47:45:471
2.4421,5.9376,9.1267,0.1389,6.5392,7.3068,1.8288,-0.5985,1.8309,0.5986,-0.0538,0.3409,2,22.56,-24.56,-34.81,280.56,-41.82,-1.09,5,51.201,48.16345,11.558114,629.83,NaN,4.27,19,0,14 / 21,"$GNGSA,A,3,5,7,8,13,15,21,28,30,214,65,72,74,75,76,,,,,,,1.295,0.766,1.044*22::$GPGSV,6,3,24,24,5,,,27,4,22,,28,45,139,34,30,70,61,32*4D::$GPGSA,A,3,5,7,8,13,15,21,28,30,,,,,,,,,,,,,1.295,0.766,1.044*0D::$BDGSV,6,6,24,205,17,125,,207,8,39,,210,32,51,,214,33,155,26*5A::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.295,0.766,1.044*27::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.295,0.766,1.044*21::$GPRMC,164747.00,A,4809.8150,N,01133.4898,E,1.745,0.000,121118,,E,A*15::$GPGGA,164747.00,4809.8150,N,01133.4898,E,1,14,0.766,595.428,M,,M,0,*44::$GLGSV,6,5,24,75,86,88,31,76,42,215,18,82,6,325,,83,8,11,*6D::$BDGSA,A,3,214,,,,,,,,,,,,,,,,,,,,1.295,0.766,1.044*1D",12014,2018-11-12 17:47:45:970
-1.1396,8.2839,9.8162,-0.6872,6.9036,6.9308,-0.4829,1.2132,3.0355,0.463,0.336,0.551,2,27.44,-25.62,-29.5,278.82,-44.75,5.66,5,37.621,48.16345,11.558114,629.83,NaN,4.27,19,0,14 / 21,"$GNGSA,A,3,5,7,8,13,15,21,28,30,214,65,72,74,75,76,,,,,,,1.295,0.766,1.044*22::$GPGSV,7,4,25,30,70,61,32*7F::$GPGSA,A,3,5,7,8,13,15,21,28,30,,,,,,,,,,,,,1.295,0.766,1.044*0D::$BDGSV,7,7,25,205,17,125,,207,8,39,,210,32,51,28,214,33,155,24*53::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.295,0.766,1.044*27::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.295,0.766,1.044*21::$GPRMC,164748.00,A,4809.8151,N,01133.4885,E,1.734,0.000,121118,,E,A*11::$GPGGA,164748.00,4809.8151,N,01133.4885,E,1,14,0.766,596.850,M,,M,0,*46::$GLGSV,7,6,25,75,86,88,30,76,42,215,19,82,6,325,,83,8,11,*6E::$BDGSA,A,3,214,,,,,,,,,,,,,,,,,,,,1.295,0.766,1.044*1D",12514,2018-11-12 17:47:46:470
0.0862,8.5138,7.039,0.2825,7.1103,6.7478,-0.2058,1.4185,0.266,-0.0599,-0.4374,0.0391,2,23.25,-27.44,-29.37,272.93,-45.07,-0.91,5,46.621,48.16345,11.558114,629.83,NaN,4.27,19,0,14 / 21,"$GNGSA,A,3,5,7,8,13,15,21,28,30,214,65,72,74,75,76,,,,,,,1.295,0.766,1.044*22::$GPGSV,7,4,25,30,70,61,32*7F::$GPGSA,A,3,5,7,8,13,15,21,28,30,,,,,,,,,,,,,1.295,0.766,1.044*0D::$BDGSV,7,7,25,205,17,125,,207,8,39,,210,32,51,28,214,33,155,24*53::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.295,0.766,1.044*27::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.295,0.766,1.044*21::$GPRMC,164748.00,A,4809.8151,N,01133.4885,E,1.734,0.000,121118,,E,A*11::$GPGGA,164748.00,4809.8151,N,01133.4885,E,1,14,0.766,596.850,M,,M,0,*46::$GLGSV,7,6,25,75,86,88,30,76,42,215,19,82,6,325,,83,8,11,*6E::$BDGSA,A,3,214,,,,,,,,,,,,,,,,,,,,1.295,0.766,1.044*1D",13014,2018-11-12 17:47:46:970
0.0096,6.9432,5.8802,-0.3206,7.2266,6.6213,0.222,-0.1676,-0.8754,0.1552,0.2358,0.2737,3,26,-25.12,-30,275.9,-44.11,-0.66,5,51.59,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.147,0.696,0.911*22::$GPGSV,7,4,25,30,70,61,33*7E::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.147,0.696,0.911*3E::$BDGSV,7,7,25,205,17,125,,207,8,39,,210,32,51,28,214,33,155,26*51::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.147,0.696,0.911*2D::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.147,0.696,0.911*2B::$GPRMC,164749.00,A,4809.8156,N,01133.4877,E,1.666,0.000,121118,,E,A*1C::$GPGGA,164749.00,4809.8156,N,01133.4877,E,1,16,0.696,597.300,M,,M,0,*4E::$GLGSV,7,6,25,75,86,88,31,76,42,215,21,82,6,325,,83,8,11,*64::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.147,0.696,0.911*24",13515,2018-11-12 17:47:47:471
0.2586,5.1427,4.9321,0.1894,6.7493,7.112,0.0426,-1.5376,-2.2569,0.0538,-0.5742,-0.1112,3,23.63,-27.75,-28.87,267.74,-43.04,-1.03,5,53.108,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.147,0.696,0.911*22::$GPGSV,7,4,25,30,70,61,33*7E::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.147,0.696,0.911*3E::$BDGSV,7,7,25,205,17,125,,207,8,39,,210,32,51,28,214,33,155,26*51::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.147,0.696,0.911*2D::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.147,0.696,0.911*2B::$GPRMC,164749.00,A,4809.8156,N,01133.4877,E,1.666,0.000,121118,,E,A*1C::$GPGGA,164749.00,4809.8156,N,01133.4877,E,1,16,0.696,597.300,M,,M,0,*4E::$GLGSV,7,6,25,75,86,88,31,76,42,215,21,82,6,325,,83,8,11,*64::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.147,0.696,0.911*24",14014,2018-11-12 17:47:47:970
0.0862,5.3822,6.2632,0.0853,6.6879,7.1717,-0.2122,-1.1206,-1.0853,0.5889,0.2932,0.044,4,21.69,-26.25,-32,274.62,-43.03,-3.32,5,50.122,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.147,0.696,0.911*22::$GPGSV,7,4,25,30,70,61,34*79::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.147,0.696,0.911*3E::$BDGSV,7,7,25,205,17,125,,207,8,39,,210,32,51,27,214,33,155,25*5D::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.147,0.696,0.911*2D::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.147,0.696,0.911*2B::$GPRMC,164750.00,A,4809.8157,N,01133.4860,E,1.779,0.000,121118,,E,A*1C::$GPGGA,164750.00,4809.8157,N,01133.4860,E,1,16,0.696,597.280,M,,M,0,*48::$GLGSV,7,6,25,75,86,88,31,76,42,215,20,82,6,325,,83,8,11,*65::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.147,0.696,0.911*24",14514,2018-11-12 17:47:48:470
-0.2969,6.8953,6.5697,-0.1238,7.2172,6.6382,0.0955,-0.5722,0.2146,-0.4972,0.0159,0.1112,5,24.5,-30.5,-23.56,276.35,-52.74,4.83,5,51.198,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.147,0.696,0.911*22::$GPGSV,7,4,25,30,70,61,34*79::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.147,0.696,0.911*3E::$BDGSV,7,7,25,205,17,125,,207,8,39,,210,32,51,27,214,33,155,25*5D::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.147,0.696,0.911*2D::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.147,0.696,0.911*2B::$GPRMC,164750.00,A,4809.8157,N,01133.4860,E,1.779,0.000,121118,,E,A*1C::$GPGGA,164750.00,4809.8157,N,01133.4860,E,1,16,0.696,597.280,M,,M,0,*48::$GLGSV,7,6,25,75,86,88,31,76,42,215,20,82,6,325,,83,8,11,*65::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.147,0.696,0.911*24",15015,2018-11-12 17:47:48:971
-0.7949,5.1619,5.6886,0.4202,7.0988,6.7528,0.2124,-0.157,0.1914,-0.391,0.11,-0.6744,5,21,-26.87,-29.31,273.47,-46.38,-3.56,5,39.738,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.147,0.696,0.911*22::$GPGSV,7,4,25,30,70,61,34*79::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.147,0.696,0.911*3E::$BDGSV,7,7,25,205,17,125,,207,8,39,,210,32,51,26,214,33,155,23*5A::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.147,0.696,0.911*2D::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.147,0.696,0.911*2B::$GPRMC,164751.00,A,4809.8159,N,01133.4844,E,1.707,0.000,121118,,E,A*1C::$GPGGA,164751.00,4809.8159,N,01133.4844,E,1,16,0.696,596.452,M,,M,0,*49::$GLGSV,7,6,25,75,86,88,34,76,42,215,22,82,6,325,12,83,8,11,*61::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.147,0.696,0.911*24",15514,2018-11-12 17:47:49:470
0.3448,6.3782,6.6559,-0.2433,7.4178,6.4099,0.7741,-1.16,0.5794,0.2089,0.4044,0.5852,7,22.25,-30.5,-24.44,267.69,-49.15,2.17,5,39.966,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.147,0.696,0.911*22::$GPGSV,7,3,25,21,6,328,16,24,5,,,27,4,22,,28,45,139,28*49::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.147,0.696,0.911*3E::$BDGSV,7,7,25,205,17,125,,207,8,39,,210,32,51,26,214,33,155,23*5A::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.147,0.696,0.911*2D::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.147,0.696,0.911*2B::$GPRMC,164751.00,A,4809.8159,N,01133.4844,E,1.707,0.000,121118,,E,A*1C::$GPGGA,164752.00,4809.8161,N,01133.4827,E,1,16,0.696,596.375,M,,M,0,*46::$GLGSV,7,6,25,75,86,88,34,76,42,215,22,82,6,325,12,83,8,11,*61::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.147,0.696,0.911*24",16016,2018-11-12 17:47:49:972
0.0958,9.1267,6.9432,0.5572,6.7155,7.1247,-0.0968,1.9721,0.2318,-0.485,-1.2547,-0.1173,6,20.44,-28.19,-27.62,271.86,-46.45,-1.31,5,37.415,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.147,0.696,0.911*22::$GPGSV,7,4,25,30,70,61,35*78::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.147,0.696,0.911*3E::$BDGSV,7,7,25,205,17,125,,207,8,39,,210,32,51,28,214,33,155,22*55::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.147,0.696,0.911*2D::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.147,0.696,0.911*2B::$GPRMC,164752.00,A,4809.8161,N,01133.4827,E,2.422,268.756,121118,,E,A*1E::$GPGGA,164752.00,4809.8161,N,01133.4827,E,1,16,0.696,596.375,M,,M,0,*46::$GLGSV,7,6,25,75,86,87,31,76,42,215,22,82,6,325,14,83,8,11,*6D::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.147,0.696,0.911*24",16514,2018-11-12 17:47:50:470
-0.6321,10.5632,6.4931,-0.3911,7.2133,6.6321,-0.2355,3.0894,0.1531,0.11,0.2724,0.4032,7,23.13,-25.75,-28.75,279.33,-46.78,1.2,5,39.346,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.147,0.696,0.911*22::$GPGSV,7,4,25,30,70,61,34*79::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.147,0.696,0.911*3E::$BDGSV,7,7,25,205,17,125,,207,8,39,,210,32,51,30,214,33,155,25*5B::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.147,0.696,0.911*2D::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.147,0.696,0.911*2B::$GPRMC,164753.00,A,4809.8164,N,01133.4815,E,1.959,266.559,121118,,E,A*1A::$GPGGA,164753.00,4809.8164,N,01133.4815,E,1,16,0.696,596.354,M,,M,0,*40::$GLGSV,7,6,25,75,86,87,32,76,42,215,25,82,6,325,16,83,8,11,*6B::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.147,0.696,0.911*24",17014,2018-11-12 17:47:50:970
-0.1149,9.4332,7.1635,0.1613,7.2818,6.5665,-0.2269,1.9834,0.7719,0.1136,-0.2883,-0.3164,7,19.88,-28.94,-25.44,262.06,-44.91,0.53,5,41.357,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.147,0.696,0.911*22::$GPGSV,7,4,25,30,70,61,34*79::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.147,0.696,0.911*3E::$BDGSV,7,7,25,205,17,125,,207,8,39,,210,32,51,30,214,33,155,25*5B::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.147,0.696,0.911*2D::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.147,0.696,0.911*2B::$GPRMC,164753.00,A,4809.8164,N,01133.4815,E,1.959,266.559,121118,,E,A*1A::$GPGGA,164753.00,4809.8164,N,01133.4815,E,1,16,0.696,596.354,M,,M,0,*40::$GLGSV,7,6,25,75,86,87,32,76,42,215,25,82,6,325,16,83,8,11,*6B::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.147,0.696,0.911*24",17514,2018-11-12 17:47:51:470
-0.9768,8.3031,6.5697,-0.4138,7.1677,6.68,-0.574,1.0452,-0.0297,-0.0122,0.3335,-0.1014,5,21.5,-25.12,-29.06,276.27,-45.88,-2.93,5,41.622,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.147,0.696,0.911*22::$GPGSV,7,4,25,30,70,61,34*79::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.147,0.696,0.911*3E::$BDGSV,7,7,25,205,17,125,,207,8,39,,210,32,51,30,214,33,155,25*5B::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.147,0.696,0.911*2D::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.147,0.696,0.911*2B::$GPRMC,164753.00,A,4809.8164,N,01133.4815,E,1.959,266.559,121118,,E,A*1A::$GPGGA,164753.00,4809.8164,N,01133.4815,E,1,16,0.696,596.354,M,,M,0,*40::$GLGSV,7,6,25,75,86,87,32,76,42,215,25,82,6,325,16,83,8,11,*6B::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.147,0.696,0.911*24",18015,2018-11-12 17:47:51:971
-0.4788,5.8131,4.4724,0.0253,6.8261,7.0408,-0.0401,-0.5229,-2.6199,-0.022,0.3189,-0.16,5,19.56,-27.56,-26,264.16,-44.11,-0.21,5,41.473,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.147,0.696,0.911*22::$GPGSV,7,4,25,30,70,61,34*79::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.147,0.696,0.911*3E::$BDGSV,7,7,25,205,17,125,,207,8,39,,210,32,51,30,214,33,155,23*5D::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.147,0.696,0.911*2D::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.147,0.696,0.911*2B::$GPRMC,164754.00,A,4809.8168,N,01133.4804,E,1.526,273.243,121118,,E,A*1D::$GPGGA,164754.00,4809.8168,N,01133.4804,E,1,16,0.696,597.311,M,,M,0,*4B::$GLGSV,7,6,25,75,86,87,32,76,42,215,27,82,6,325,16,83,8,11,*69::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.147,0.696,0.911*24",18514,2018-11-12 17:47:52:470
-1.5131,5.9376,4.9129,-0.4738,7.7583,5.9794,-0.3892,-1.2775,-1.684,0.3457,0.3848,-0.1466,4,21.69,-27.56,-24.62,272.54,-49.94,-0.43,5,40.924,48.16345,11.558114,629.83,NaN,4.27,19,0,15 / 21,"$GNGSA,A,3,5,7,8,9,13,15,28,30,210,214,65,72,74,75,76,,,,,,1.236,0.741,0.989*2E::$GPGSV,7,4,25,30,70,61,35*78::$GPGSA,A,3,5,7,8,9,13,15,28,30,,,,,,,,,,,,,1.236,0.741,0.989*32::$BDGSV,7,7,25,205,17,125,,207,8,39,,210,32,51,31,214,33,155,23*5C::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.236,0.741,0.989*22::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.236,0.741,0.989*24::$GPRMC,164755.00,A,4809.8174,N,01133.4791,E,1.775,266.300,121118,,E,A*14::$GPGGA,164755.00,4809.8174,N,01133.4791,E,1,15,0.741,598.381,M,,M,0,*4A::$GLGSV,7,6,25,75,86,87,32,76,42,215,32,82,6,325,16,83,8,11,*6D::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.236,0.741,0.989*2B",19014,2018-11-12 17:47:52:970
0.3256,6.4739,6.0908,-0.6886,7.5839,6.1789,1.1945,-1.1702,-0.2075,0.1649,-0.0134,0.0684,1,22.75,-29.06,-22.44,270.66,-48.47,10.95,5,40.932,48.16345,11.558114,629.83,NaN,4.27,19,0,15 / 21,"$GNGSA,A,3,5,7,8,9,13,15,28,30,210,214,65,72,74,75,76,,,,,,1.236,0.741,0.989*2E::$GPGSV,7,4,25,30,70,61,35*78::$GPGSA,A,3,5,7,8,9,13,15,28,30,,,,,,,,,,,,,1.236,0.741,0.989*32::$BDGSV,7,7,25,205,17,125,,207,8,39,,210,32,51,31,214,33,155,23*5C::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.236,0.741,0.989*22::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.236,0.741,0.989*24::$GPRMC,164755.00,A,4809.8174,N,01133.4791,E,1.775,266.300,121118,,E,A*14::$GPGGA,164755.00,4809.8174,N,01133.4791,E,1,15,0.741,598.381,M,,M,0,*4A::$GLGSV,7,6,25,75,86,87,32,76,42,215,32,82,6,325,16,83,8,11,*6D::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.236,0.741,0.989*2B",19514,2018-11-12 17:47:53:470
0.0096,7.2592,5.9568,-0.1124,7.7103,6.0586,0.7765,-0.7153,-0.3484,-0.1026,-0.0538,-0.3299,2,20.31,-29.87,-23.87,270.07,-51.4,-0.05,5,44.527,48.16345,11.558114,629.83,NaN,4.27,19,0,15 / 21,"$GNGSA,A,3,5,7,8,9,13,15,28,30,210,214,65,72,74,75,76,,,,,,1.236,0.741,0.989*2E::$GPGSV,7,4,25,30,70,61,36*7B::$GPGSA,A,3,5,7,8,9,13,15,28,30,,,,,,,,,,,,,1.236,0.741,0.989*32::$BDGSV,7,7,25,205,17,125,,207,8,39,,210,32,51,30,214,33,155,26*58::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.236,0.741,0.989*22::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.236,0.741,0.989*24::$GPRMC,164755.00,A,4809.8174,N,01133.4791,E,1.775,266.300,121118,,E,A*14::$GPGGA,164756.00,4809.8179,N,01133.4781,E,1,15,0.741,598.655,M,,M,0,*49::$GLGSV,7,6,25,75,86,87,33,76,42,215,34,82,6,325,16,83,8,11,*6A::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.236,0.741,0.989*2B",20015,2018-11-12 17:47:53:971
